id,text,label,id_docente,source,archived,data_creazione
4ceab3a0246cb1d66c7c5577b0bdba388d97c9de2bb17123fc9ec80724a6723e,Chi è accreditato per la scoperta del sito archeologico di Troia?,Scoperta di Troia,docente.archeologia,internal__training,False,2024-04-06T11:11:34.742730
fd7183a0b639fc3001725b6d2fec10aa0b2eddd6e5113c6418f04b78e8b49372,Qual era la principale funzione delle monete nell'antica Roma?,Monete nell'Antica Roma,docente.archeologia,internal__training,False,2024-04-06T11:11:34.711279
13b896c6ee92ee7a2f7160d21030b11a16cdd260fc4f34ca774717cbc17f7752,Qual era la tecnica predominante utilizzata dai Greci antichi per la fusione delle statue in bronzo?,Fusione del Bronzo nella Statuaria Greca,docente.archeologia,internal__training,False,2024-04-06T11:11:34.632139
0fe98b61a9e450e10396ec058ecf3756adbc3d961d4614a41bc05e5ae94829bf,Qual è stata una delle cause principali del declino dell'Impero Romano d'Occidente?,Declino dell'Impero Romano,docente.archeologia,internal__training,False,2024-04-06T11:11:34.564801
b7fb74ea557512f26182daca0b3f792b23dbedf14d30ab402783aa8932e6e833,Quale metodo di datazione è comunemente utilizzato per determinare l'età di siti archeologici antichi?,Datazione dei Siti Archeologici,docente.archeologia,internal__training,False,2024-04-06T11:11:34.533846
069cfa54614e578b2b7ed7c07a19d003ec2ca64d1dcfa5847c13d00dc82dbfb7,Qual è una differenza principale tra l'arte classica greco-romana e quella neoclassica?,Classica vs Neoclassica,docente.archeologia,internal__training,False,2024-04-06T11:11:34.499262
c6c6153e3f90999fcacd185056031a226c9b5250e3daf67abcab7991ee032d03,Quale innovazione nell'architettura romana ha permesso la costruzione di grandi spazi interni coperti?,Architettura Romana,docente.archeologia,internal__training,False,2024-04-06T11:11:34.467304
87b4c420bf74de55ff7255a47a12e5e95d2efa69fb4f1f5fad45dd076ffe3e2e,In che modo le tecniche di restauro moderne possono influenzare la percezione delle opere d'arte antiche?,Tecniche di Restauro Moderne,docente.archeologia,internal__training,False,2024-04-06T11:11:34.359855
44be61599e9ce39c654ca3ca27e69027261aebf3b464d90a910d8fde1aebdbea,Quali sono state le influenze culturali sull'arte della Mesopotamia?,Influenze Culturali sull'Arte Mesopotamica,docente.archeologia,internal__training,False,2024-04-06T11:11:34.292588
fc23c49c28423bbf54d496af19437027055f0ca30c93c629ec74817d66335aa8,Come l'arte rupestre può essere interpretata per comprendere le culture preistoriche?,Interpretazione dell'Arte Rupestre,docente.archeologia,internal__training,False,2024-04-06T11:11:34.259534
cbe7b5eeca89050d7ee6ff5440425c9e21d8c5c0831d1bfd4316fe95ee0f2e6a,Quali sono le tecniche di navigazione e mappatura utilizzate dalle antiche civiltà marinare?,Navigazione e Mappatura Antiche,docente.archeologia,internal__training,False,2024-04-06T11:11:34.225349
c9315f3f4e3c9124263f86e74421b98f95634731aa090d767af19ac460be2038,Come l'arte ha influenzato la politica nell'antica Grecia?,Arte e Politica nell'Antica Grecia,docente.archeologia,internal__training,False,2024-04-06T11:11:34.152974
fc72e3775d2d0a5e0324c446dcc42fff2ad27bd179e172cac25587a32c4b4740,Quali sono le principali caratteristiche delle sculture dell'arte romanica?,Sculture dell'Arte Romanica,docente.archeologia,internal__training,False,2024-04-06T11:11:34.088510
5971c4b6627dae7bbfb4ee3211a051d42cca83ed975c4413ea6c39b977e44272,In che modo gli affreschi di Pompei ci forniscono informazioni sulla vita e l'arte dell'epoca?,Affreschi di Pompei,docente.archeologia,internal__training,False,2024-04-06T11:11:34.052425
0f8b4da1c30f721d6f9fcf1ecaee66e2c1d1354c5d9ac5ab8e5fa8693a4ba69e,Quali fattori hanno influenzato lo sviluppo dell'architettura gotica?,Sviluppo dell'Architettura Gotica,docente.archeologia,internal__training,False,2024-04-06T11:11:34.018899
a3d8c094113eaa001f979891a998bfdb04b068b254d9a39a23a6c995291910e6,Come si sono sviluppate le città-stato nella Grecia antica e quale era il loro ruolo nella società?,Città-Stato nella Grecia Antica,docente.archeologia,internal__training,False,2024-04-06T11:11:33.949587
688df35005e20938136e25ea41094b1be01cfcaedcc20c99b58779ab0281663f,Quali erano le principali tecniche di scultura utilizzate nella Grecia antica?,Tecniche di Scultura nella Grecia Antica,docente.archeologia,internal__training,False,2024-04-06T11:11:33.877034
523c3be77228ce06646dc7deea28b5a9b41886f832e14682b70efb4da12c3fc7,In che modo l'arte dell'antico Egitto è stata influenzata dalla sua geografia?,Influenza della Geografia sull'Arte Egizia,docente.archeologia,internal__training,False,2024-04-06T11:11:33.845038
dc472859539b54d275c19df4208af3b0bc9571f6f9269508199e4d041bc4aadf,Quali tecniche di conservazione sono utilizzate per preservare le opere d'arte antiche?,Tecniche di Conservazione,docente.archeologia,internal__training,False,2024-04-06T11:11:33.811688
f885c55947b3617212c238e5e4f9820aad731afbc00658aad825ecd14ab2f057,Come l'analisi del DNA sta cambiando la nostra comprensione delle migrazioni antiche?,Analisi del DNA e Migrazioni Antiche,docente.archeologia,internal__training,False,2024-04-06T11:11:33.779900
a5f1f9e8170c393776837bb881e284875ac0f68b51abf059b772416a229dca81,In che modo l'arte e l'architettura riflettono il potere e la religione nell'Impero Bizantino?,Arte e Architettura Bizantina,docente.archeologia,internal__training,False,2024-04-06T11:11:33.746909
dc9e6d06a000c5afbe8291a858d36c48bc47bd5a5f1a2590000ca606474fddbb,Qual è l'importanza dei ritrovamenti di Akrotiri per la comprensione della civiltà minoica?,Ritrovamenti di Akrotiri,docente.archeologia,internal__training,False,2024-04-06T11:11:33.668308
83311091b86c298067996d6b0058bc15e27566c0c078e9933c7fdf29a2d2c82d,Come venivano realizzate e utilizzate le monete nell'antica Roma?,Monete nell'Antica Roma,docente.archeologia,internal__training,False,2024-04-06T11:11:33.610097
7963d904001f1ab132163283213d45358297bfb0f00cdc6cddd19e8a3bef586e,Qual è stato l'impatto dell'invenzione della stampa sull'arte e sulla cultura?,Invenzione della Stampa,docente.archeologia,internal__training,False,2024-04-06T11:11:33.576307
a295a1dc5e09a489aefbb55bb070ba3bc61bdda61bcc5b798d853ea34d3f5dc7,Come venivano selezionati e utilizzati i siti per la costruzione dei templi greci?,Costruzione dei Templi Greci,docente.archeologia,internal__training,False,2024-04-06T11:11:33.546218
5f028c0b2d51d127962f26088fa6b3ca818e87d4f86eb899f563849be6ee622a,Quali sono le principali differenze tra l'architettura classica e quella neoclassica?,Classica vs Neoclassica,docente.archeologia,internal__training,False,2024-04-06T11:11:33.513313
861ce372bec70630caa5fb78eef4d6f985ae2d466f5a4f2b25b768d4ab51594b,Come l'uso dei materiali influenzava lo stile artistico nell'antichità?,Materiali e Stile Artistico Antico,docente.archeologia,internal__training,False,2024-04-06T11:11:33.480968
1f16106527f908dd1e564c70ba801ca30e1cfb43932b9c8c885b9f6f1a558be0,Qual è il significato simbolico dei colori nell'arte egizia?,Simbolismo dei Colori nell'Arte Egizia,docente.archeologia,internal__training,False,2024-04-06T11:11:33.407780
d2c4392c17494bd0fe0b6d886338cf6e47daec8eaeb3df4030087215d182e286,In che modo le armi e gli strumenti vengono utilizzati per datare i siti archeologici?,Datazione dei Siti Archeologici,docente.archeologia,internal__training,False,2024-04-06T11:11:33.325651
7da81245676a46451c5af0589d13585557d803b535828ba2f78d3c9f640d7e34,Quali erano le funzioni sociali e religiose dell'arte nella società Maya?,Arte Maya,docente.archeologia,internal__training,False,2024-04-06T11:11:33.259587
4f6a2159a2ea965b539c35e655dfae48207fe5a12d15951b95a735a81d4faa7d,Quali sono le principali fonti per lo studio della storia dell'arte dell'antica Grecia?,Fonti Storiche dell'Arte Greca,docente.archeologia,internal__training,False,2024-04-06T11:11:33.196436
a7d77718a29fe77540b8412ae3bb54f731f9680d2eccce31ed21d492810477ac,Come veniva rappresentata la figura umana nell'arte cicladica?,Arte Cicladica,docente.archeologia,internal__training,False,2024-04-06T11:11:33.126280
7a736bd3f16bed6b9b5442a70b5ffc6fd655329ddab3d8184a9b4cd6f4339885,Quali sono le principali caratteristiche dell'architettura mesopotamica?,Architettura Mesopotamica,docente.archeologia,internal__training,False,2024-04-06T11:11:33.070860
be0e269933a71e9207473ea007a8748c1f2b2190b147f86f8871b8972af8b4f2,In che modo l'arte romana rifletteva la società e i valori dell'epoca?,Arte Romana e Società,docente.archeologia,internal__training,False,2024-04-06T11:11:33.040351
86d227f0a5a344acc7fe17bc0e86239b4c4559d486c3420d5ab4a8481734be5f,Come si differenziano le tombe etrusche da quelle romane?,Tombe Etrusche vs Romane,docente.archeologia,internal__training,False,2024-04-06T11:11:33.006633
d3fdbab7cdd3db0fa18a39f90d803b00a540119f955fb6e9819314c7d8205313,Qual è stata l'importanza degli scavi di Mycenae per la comprensione della civiltà micenea?,Scavi di Mycenae,docente.archeologia,internal__training,False,2024-04-06T11:11:32.972895
e010cdc29bff51c94b3814cb08753ba659ae19a47e56ec432089765d9bff29c1,In che modo l'analisi dei pigmenti aiuta a comprendere le tecniche pittoriche antiche?,Analisi dei Pigmenti,docente.archeologia,internal__training,False,2024-04-06T11:11:32.939324
9fca3c3b001d2021f426be09a334b8c82fb98df1c2f78f1087bf6c42273c9f0f,Quali sono stati i principali centri culturali dell'arte rinascimentale?,Centri Culturali del Rinascimento,docente.archeologia,internal__training,False,2024-04-06T11:11:32.899976
6e8e9bd6b427bccc84f431e0394dc0e39d2313452057d1583f3dc2a77e2ce23f,Quali tecniche venivano utilizzate per la fusione del bronzo nella statuaria greca?,Fusione del Bronzo nella Statuaria Greca,docente.archeologia,internal__training,False,2024-04-06T11:11:32.798111
655ab77ecce0a667e559ca23ec0edaf18140ceb4aaf6af480313ec08dbec138f,Come si distinguono le varie fasi dell'arte greca antica?,Fasi dell'Arte Greca,docente.archeologia,internal__training,False,2024-04-06T11:11:32.759485
c2497abab9a9f3797f5de27feb7aff1d4745dd7be8ff24ab2d5920751cab452e,Quali erano le principali funzioni dei castelli medievali?,Castelli Medievali,docente.archeologia,internal__training,False,2024-04-06T11:11:32.729521
77c988eba1d203a93b1a500a88a0719c7c25f651ae5a342ef62c66189c7ecc00,In che modo la scoperta di Troia ha influenzato la comprensione dell'Iliade di Omero?,Scoperta di Troia,docente.archeologia,internal__training,False,2024-04-06T11:11:32.682604
34664b51e8669e6f41d316f1e74871b1623a49adcca6ed0d21f3f75dcb73111e,Come venivano realizzati i mosaici bizantini e quale era il loro scopo?,Mosaici Bizantini,docente.archeologia,internal__training,False,2024-04-06T11:11:32.625173
c6767705fc28d69e894b2ed0e5a147b70e77e095b69fb8534a7fe6c412658756,Quali sono le principali differenze tra l'arte del Rinascimento e quella del Medioevo?,Rinascimento vs Medioevo,docente.archeologia,internal__training,False,2024-04-06T11:11:32.567925
e13c7f2d47cb3df065009cb9631f4275d24055837cba9010d1daa420817efbf1,Come influenzava la religione l'arte nell'antico Egitto?,Religione e Arte Egizia,docente.archeologia,internal__training,False,2024-04-06T11:11:32.528803
dc7a526246bd456e362a759177a81e2e734eed7fce853fd98998a18368cd22c4,In che modo la ceramica fornisce informazioni sugli antichi popoli?,Ceramica Antica,docente.archeologia,internal__training,False,2024-04-06T11:11:32.497803
34c5cc9a4fd93704b31da499ebf6dbf74631b12ff3a54ea30217d5f56529473c,Quali fattori hanno contribuito al declino dell'Impero Romano?,Declino dell'Impero Romano,docente.archeologia,internal__training,False,2024-04-06T11:11:32.456692
40ac88bb03aaaaa716ccf46b77f1b8a4e6baaf3bdea53e7db7f6927c56b3e568,Qual è il significato dei megaliti di Stonehenge?,Stonehenge,docente.archeologia,internal__training,False,2024-04-06T11:11:32.399879
31f536101750a8f4b3b9951c7e1358f51e8e78a6ef6b8929ac8820d13d9738ec,Come viene definito il periodo dell'arte barocca e quali sono le sue caratteristiche principali?,Arte Barocca,docente.archeologia,internal__training,False,2024-04-06T11:11:32.348816
43f7753641d35f494b774fc02e9f1cf0600e5c4fa537b3b5c240eafa554112e6,Quali tecniche artistiche sono state utilizzate nell'antico Egitto per la realizzazione dei sarcofagi?,Tecniche Artistiche Egizie,docente.archeologia,internal__training,False,2024-04-06T11:11:32.314717
20145412fd5fda8b199095e099a288f6a603f4143c253c3760fcffc6054d8f8b,In che modo gli scavi di Ercolano hanno contribuito alla nostra conoscenza dell'antichità?,Scavi di Ercolano,docente.archeologia,internal__training,False,2024-04-06T11:11:32.279086
95e35a6a249229e0cb4e9d943dc6cf6fb8015fa0ae7ed8b2d9f481865519de0f,Cosa distingue l'architettura gotica da quella romanica?,Architettura Gotica vs Romanica,docente.archeologia,internal__training,False,2024-04-06T11:11:32.239440
35baf7aa230df9cb07d2020f51f32578e4af6c24ca3a8f1c2d215d8c0a43a96b,Quali sono stati gli impatti del Rinascimento sulla società europea?,Impatti del Rinascimento,docente.archeologia,internal__training,False,2024-04-06T11:11:32.185936
019392462deabec796a0d4ddd3fe99686edcac36565b968c04201302bbcb17d6,Come interpretare le pitture rupestri del Paleolitico?,Pitture Rupestri Paleolitiche,docente.archeologia,internal__training,False,2024-04-06T11:11:32.132837
4fa905b3024d030087925e64262849aed8b7b0bbe6e0fed2e76ccadbce561051,Che ruolo ha avuto l'acquedotto nell'antica civiltà romana?,Acquedotti Romani,docente.archeologia,internal__training,False,2024-04-06T11:11:32.092799
1fb9cc5dd908c8636628b90b44f2e9a0b871bc34e85ef548f747158fd5f4842d,Quali sono le differenze tra l'arte paleocristiana e quella bizantina?,Arte Paleocristiana vs Bizantina,docente.archeologia,internal__training,False,2024-04-06T11:11:32.059411
9dd23988a3dcd40ffc8c91dcc16265cbd35c04a29bb3580227c2c097fbf882c3,Come viene utilizzata la datazione al carbonio-14 in archeologia?,Datazione al Carbonio-14,docente.archeologia,internal__training,False,2024-04-06T11:11:32.022972
7524287b7404e208716091d7c6d6bef984b4cee3272893baead18557e3eaaad1,Quali scoperte archeologiche hanno cambiato la nostra comprensione della preistoria?,Scoperte Preistoriche,docente.archeologia,internal__training,False,2024-04-06T11:11:31.991148
109358d6857655e3b0813b3039fd4307e3b17f3754190bffaec4573fd178a2ab,In che modo l'arte greca ha influenzato quella romana?,Influenza Greca nell'Arte Romana,docente.archeologia,internal__training,False,2024-04-06T11:11:31.961189
233cd6f6ad7e13993e5a34757e72f2516e0a97691fe615b3bd98ec63d6c356d5,Qual è l'importanza di Pompei per la comprensione della vita quotidiana nell'antica Roma?,Vita Quotidiana Romana,docente.archeologia,internal__training,False,2024-04-06T11:11:31.928786
ceea601f13973e430c6778c1c170329a731dd53ff825881025d0db885f9d247b,Come si sono evolute le tecniche di costruzione nel periodo romano?,Architettura Romana,docente.archeologia,internal__training,False,2024-04-06T11:11:31.899240
944a870d26e82e5e1f5c10e7dae5b21c6e75b9859ebf6aa9307d72518401343c,Quali sono le caratteristiche principali dell'arte egizia?,Arte Egizia,docente.archeologia,internal__training,False,2024-04-06T11:11:31.205988
